50000	100	100
60000	100	102
70000	100	104
80000	100	106
90000	100	108
100000	100	110
110000	102	112
120000	104	114
130000	106	116
140000	108	118
150000	110	120
160000	112	121
170000	114	122
180000	116	123
190000	118	124
200000	120	125
210000	122	126
220000	124	127
230000	126	128
240000	128	129
250000	130	130
260000	132	131
270000	134	132
280000	136	133
290000	138	134
300000	140	135
310000	142	136
320000	144	137
330000	146	138
340000	148	139
350000	150	140
360000	152	141
370000	154	142
380000	156	143
390000	158	144
400000	160	145
410000	162	146
420000	164	147
430000	166	148
440000	168	149
450000	170	150
460000	172	151
470000	174	152
480000	176	153
490000	178	154
500000	180	155
510000	182	156
520000	184	157
530000	186	158
540000	188	159
550000	190	160
560000	192	161
570000	194	162
580000	196	163
590000	198	164
600000	200	165
610000	202	166
620000	204	167
630000	206	168
640000	208	169
650000	210	170
660000	212	171
670000	214	172
680000	216	173
690000	218	174
700000	220	175
710000	222	176
720000	224	177
730000	226	178
740000	228	179
750000	230	180
760000	232	181
770000	234	182
780000	236	183
790000	238	184
800000	240	185
810000	242	186
820000	244	187
830000	246	188
840000	248	189
850000	250	190
860000	252	191
870000	254	192
880000	256	193
890000	258	194
900000	260	195
910000	262	196
920000	264	197
930000	266	198
940000	268	199
950000	270	200
960000	272	201
970000	274	202
980000	276	203
990000	278	204
1000000	280	205
1050000	287	210
1100000	294	215
1150000	301	220
1200000	308	225
1250000	315	230
1300000	322	235
1350000	329	240
1400000	336	245
1450000	343	250
1500000	350	255
1550000	357	260
1600000	364	265
1650000	371	270
1700000	378	275
1750000	385	280
1800000	392	285
1850000	399	290
1900000	406	295
1950000	413	300
2000000	420	305
2100000	434	325
2200000	448	345
2300000	462	365
2400000	476	385
2500000	490	405
2600000	504	425
2700000	518	445
2800000	532	465
2900000	546	485
3000000	560	505
3100000	574	525
3200000	588	545
3300000	602	565
3400000	616	585
3500000	630	605
3600000	644	625
3700000	658	645
3800000	672	665
3900000	686	685
4000000	700	705
4200000	728	745
4400000	756	785
4600000	784	825
4800000	812	865
5000000	840	905
5200000	868	945
5400000	896	985
5600000	924	1025
5800000	952	1065
6000000	980	1105
6500000	1050	1205
7000000	1120	1305
7500000	1190	1405
8000000	1260	1505
8500000	1330	1605
9000000	1400	1705
9500000	1470	1805
10000000	1540	1905
