200000	1.0000	1.0000
400000	1.0050	1.0251
600000	1.0060	1.0343
800000	1.0070	1.0436
1000000	1.0080	1.0529
1500000	1.0090	1.0589
2000000	1.0100	1.0649
2500000	1.0110	1.0780
3000000	1.0120	1.1280
3500000	1.0130	1.2030
4000000	1.0140	1.2780
4500000	1.0150	1.3530
5000000	1.0155	1.4280
6000000	1.0160	1.5780
7000000	1.0165	1.7280
8000000	1.0170	1.8780
9000000	1.0175	2.0280
10000000	1.0180	2.1780
Unlimited	1.0185	2.4780
