50000	100	100
60000	100	101
70000	100	102
80000	100	103
90000	100	104
100000	100	105
110000	102	106
120000	104	107
130000	106	108
140000	108	109
150000	110	110
160000	112	111
170000	114	112
180000	116	113
190000	118	114
200000	120	115
210000	122	116
220000	124	117
230000	126	118
240000	128	119
250000	130	120
260000	132	121
270000	134	122
280000	136	123
290000	138	124
300000	140	125
310000	142	126
320000	144	127
330000	146	128
340000	148	129
350000	150	130
360000	152	131
370000	154	132
380000	156	133
390000	158	134
400000	160	135
410000	162	136
420000	164	137
430000	166	138
440000	168	139
450000	170	140
460000	172	141
470000	174	142
480000	176	143
490000	178	144
500000	180	145
510000	182	146
520000	184	147
530000	186	148
540000	188	149
550000	190	150
560000	192	151
570000	194	152
580000	196	153
590000	198	154
600000	200	155
610000	202	156
620000	204	157
630000	206	158
640000	208	159
650000	210	160
660000	212	161
670000	214	162
680000	216	163
690000	218	164
700000	220	165
710000	222	166
720000	224	167
730000	226	168
740000	228	169
750000	230	170
760000	232	171
770000	234	172
780000	236	173
790000	238	174
800000	240	175
810000	242	176
820000	244	177
830000	246	178
840000	248	179
850000	250	180
860000	252	181
870000	254	182
880000	256	183
890000	258	184
900000	260	185
910000	262	186
920000	264	187
930000	266	188
940000	268	189
950000	270	190
960000	272	191
970000	274	192
980000	276	193
990000	278	194
1000000	280	195
1050000	288	200
1100000	296	205
1150000	304	210
1200000	312	215
1250000	320	220
1300000	328	225
1350000	336	230
1400000	344	235
1450000	352	240
1500000	360	245
1550000	368	250
1600000	376	255
1650000	384	260
1700000	392	265
1750000	400	270
1800000	408	275
1850000	416	280
1900000	424	285
1950000	432	290
2000000	440	295
2100000	452	305
2200000	464	315
2300000	476	325
2400000	488	335
2500000	500	345
2600000	512	355
2700000	524	365
2800000	536	375
2900000	548	385
3000000	560	395
3100000	572	405
3200000	584	415
3300000	596	425
3400000	608	435
3500000	620	445
3600000	632	455
3700000	644	465
3800000	656	475
3900000	668	485
4000000	680	495
4200000	704	515
4400000	728	535
4600000	752	555
4800000	776	575
5000000	800	595
5200000	824	615
5400000	848	635
5600000	872	655
5800000	896	675
6000000	920	695
6500000	980	745
7000000	1040	795
7500000	1100	845
8000000	1160	895
8500000	1220	945
9000000	1280	995
9500000	1340	1045
10000000	1400	1095
